date,IAK,IBB,IGV,IYT,KBE,VOX,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY,XRT
2004-07-19,,21.6381,6.3798,10.9571,,,8.1926,,8.896,14.6622,18.5937,7.1322,13.1029,5.7592,20.3178,11.5818,
2004-07-20,,22.171,6.5819,11.1295,,,8.1801,,8.8687,14.736,18.7066,7.2488,13.1086,5.7711,20.4014,11.7122,
2004-07-21,,21.1274,6.4144,10.8827,,,8.0239,,8.7101,14.5884,18.461,7.1398,12.9306,5.6806,20.1715,11.6086,
2004-07-22,,21.3476,6.4183,10.7749,,,7.9896,,8.7374,14.6042,18.3481,7.215,12.8904,5.6425,20.269,11.6278,
2004-07-23,,21.0221,6.2682,10.7593,,,7.9489,,8.7046,14.5304,18.2618,7.0909,12.7009,5.6092,20.1436,11.5587,
2004-07-26,,20.537,6.2509,10.724,,,7.8802,,8.6281,14.5357,18.2021,7.1322,12.655,5.5949,19.9417,11.459,
2004-07-27,,21.1434,6.3625,10.822,,,8.0145,,8.7156,14.6569,18.3879,7.1999,12.7871,5.5877,20.0252,11.6547,
2004-07-28,,21.2008,6.3721,10.8847,,,8.0864,,8.7757,14.7044,18.5008,7.1962,12.7526,5.6615,19.9765,11.6048,
2004-07-29,,21.4944,6.4702,11.0198,,,8.1926,,8.8386,14.7676,18.5207,7.2977,12.6033,5.702,20.067,11.6623,
2004-07-30,,21.654,6.5145,10.9728,,,8.177,,8.8714,14.7466,18.4941,7.3128,12.6033,5.7425,20.1436,11.6738,
2004-08-02,,21.3189,6.4491,11.0453,,,8.227,,8.8605,14.8362,18.5805,7.3316,12.7297,5.7853,20.1228,11.7429,
2004-08-03,,21.0253,6.3355,11.0042,,,8.1458,,8.9671,14.7466,18.4809,7.2112,12.678,5.7734,20.1019,11.624,
2004-08-04,,20.8944,6.3721,11.0218,,,8.1583,,8.7593,14.7835,18.4809,7.2225,12.7067,5.8234,20.0601,11.5626,
2004-08-05,,20.4221,6.2682,10.7847,,,7.9833,,8.6281,14.5409,18.1025,7.1134,12.5574,5.7544,19.6909,11.3593,
2004-08-06,,19.7902,6.12,10.4615,,,7.8396,,8.4559,14.4144,17.7308,6.899,12.4024,5.7972,19.4193,11.1943,
2004-08-09,,19.5477,6.1161,10.4909,,,7.8896,,8.5925,14.3986,17.7706,6.9441,12.4483,5.783,19.3287,11.1789,
2004-08-10,,19.9338,6.2412,10.7377,,,8.0177,,8.5597,14.5989,18.0693,7.0645,12.5459,5.8258,19.6143,11.3439,
2004-08-11,,20.387,6.1219,10.7358,,,7.9896,,8.516,14.6411,18.0494,6.8877,12.6435,5.8496,19.9417,11.2634,
2004-08-12,,20.0902,6.0295,10.5908,,,7.8802,,8.4066,14.4882,17.7839,6.7523,12.6148,5.8472,19.8302,11.1099,
2004-08-13,,19.8828,6.0411,10.4458,,,7.8521,,8.5105,14.504,17.7507,6.7899,12.6722,5.8258,19.677,11.1368,
2004-08-16,,20.5274,6.1335,10.7808,,,8.0708,,8.5625,14.7255,18.0826,6.8501,12.7526,5.852,19.9417,11.4015,
2004-08-17,,20.6647,6.1412,10.7397,,,8.1145,,8.3656,14.8098,18.0693,6.8952,12.7641,5.8496,19.9695,11.5472,
2004-08-18,,21.3604,6.2913,10.9317,,,8.1864,,8.475,14.9891,18.3547,7.0081,12.8502,5.8877,20.2342,11.647,
2004-08-19,,21.2551,6.2335,10.7945,,,8.1989,,8.5023,14.9258,18.1357,6.9855,12.7871,5.8591,20.1645,11.5933,
2004-08-20,,21.6859,6.3067,10.9062,,,8.2645,,8.5898,15.0787,18.3149,7.0194,12.8445,5.883,20.3317,11.6968,
2004-08-23,,21.4625,6.3163,10.8357,,,8.1958,,8.4832,15.026,18.3083,7.0532,12.7986,5.8711,20.2899,11.6355,
2004-08-24,,21.5391,6.3028,10.9709,,,8.2176,,8.4613,15.0523,18.3216,7.0156,12.8043,5.883,20.3039,11.6662,
2004-08-25,,21.8678,6.3721,11.014,,,8.3083,,8.516,15.1841,18.5207,7.0946,12.8789,5.9068,20.4989,11.7544,
2004-08-26,,21.7817,6.3586,11.012,,,8.352,,8.5761,15.2211,18.5273,7.057,12.9019,5.9068,20.471,11.7506,
2004-08-27,,22.0881,6.3913,10.9826,,,8.3614,,8.6308,15.2369,18.5207,7.0871,12.8789,5.9044,20.6173,11.7506,
2004-08-30,,21.4625,6.3028,10.9415,,,8.2895,,8.5925,15.1472,18.4211,7.0156,12.8158,5.9187,20.3596,11.6585,
2004-08-31,,21.6061,6.2739,10.9591,,,8.3145,,8.7347,15.2263,18.5074,6.9893,12.8273,5.9758,20.471,11.6508,
2004-09-01,,21.9668,6.2547,10.9924,,,8.3489,,8.8878,15.1683,18.5141,7.042,12.8273,5.9568,20.5546,11.6892,
2004-09-02,,22.2508,6.3721,11.1844,,,8.4645,,8.9589,15.337,18.7663,7.1247,12.9766,6.0115,20.7636,11.8733,
2004-09-03,,22.0561,6.2739,11.1119,,,8.4457,,8.978,15.3318,18.7132,6.9705,13.034,5.9901,20.7218,11.8618,
2004-09-07,,22.1423,6.3298,11.2334,,,8.5207,,8.9671,15.5163,18.8526,7.0006,13.034,6.0329,20.8611,11.9424,
2004-09-08,,22.0019,6.2932,11.2784,,,8.4239,,8.9753,15.4003,18.8194,7.0081,12.8962,5.9758,20.8123,11.904,
2004-09-09,,22.0402,6.3606,11.2804,,,8.4395,,9.1038,15.3845,18.773,7.1134,12.8445,6.002,20.7287,11.8426,
2004-09-10,,22.2285,6.5934,11.396,,,8.3707,,9.0546,15.4583,18.8261,7.2338,12.856,6.0139,20.7009,11.95,
2004-09-13,,22.5157,6.6589,11.3744,,,8.3614,,9.1174,15.4161,18.846,7.2677,12.8675,5.9663,20.7218,11.9884,
2004-09-14,,22.6274,6.6627,11.394,,,8.352,,9.1585,15.4372,18.8924,7.2977,12.8732,5.9568,20.882,12.0421,
2004-09-15,,22.5157,6.6204,11.3725,,,8.3176,,9.1284,15.3792,18.7199,7.1811,12.7469,5.9687,20.7984,11.9731,
2004-09-16,,22.5636,6.6415,11.4254,,,8.352,,9.1557,15.4583,18.8393,7.1962,12.678,6.0044,20.7914,12.046,
2004-09-17,,22.7104,6.68,11.5233,,,8.3159,,9.3103,15.4944,19.0452,7.2451,12.7374,6.0401,20.8536,12.0713,
2004-09-20,,22.6849,6.6704,11.4724,,,8.3253,,9.313,15.3353,18.9453,7.2714,12.524,6.0185,20.6231,11.9791,
2004-09-21,,22.8987,6.6819,11.539,,,8.363,,9.5436,15.4625,19.0185,7.2977,12.4779,6.0521,20.7279,12.0713,
2004-09-22,,22.2923,6.5626,11.2824,,,8.2908,,9.4832,15.1816,18.7521,7.1774,12.3799,6.0257,20.4694,11.9099,
2004-09-23,,22.2444,6.5722,11.2451,,,8.2186,,9.3953,15.0279,18.5722,7.1962,12.426,5.9657,20.3227,11.9522,
2004-09-24,,22.2891,6.5646,11.3259,,,8.2908,,9.5024,15.0862,18.6388,7.136,12.4145,5.9681,20.3785,11.9868,
2004-09-27,,21.8966,6.5241,11.2553,,,8.2814,,9.4969,15.012,18.4923,7.072,12.3626,5.9753,20.2598,11.9023,
2004-09-28,,22.2764,6.5338,11.3534,,,8.4854,,9.6588,15.0703,18.6788,7.0909,12.426,6.0137,20.4135,11.8946,
2004-09-29,,22.3944,6.6589,11.4416,,31.0856,8.5262,,9.5298,15.1233,18.7454,7.1661,12.4606,6.0017,20.5043,11.9368,
2004-09-30,,22.3178,6.6704,11.4573,,31.136,8.6487,,9.5875,15.0862,18.9053,7.1924,12.4894,6.0137,20.1131,11.9868,
2004-10-01,,22.7391,6.9225,11.6534,,31.136,8.6958,,9.7247,15.3406,19.1718,7.373,12.6163,6.0618,20.3017,12.1366,
2004-10-04,,22.937,6.986,11.7377,,31.136,8.7146,,9.7137,15.3618,19.1518,7.4332,12.5875,6.0858,20.3925,12.2519,
2004-10-05,,22.6051,7.0361,11.7828,,31.136,8.702,,9.818,15.277,19.0718,7.4858,12.5875,6.1122,20.3296,12.2365,
2004-10-06,,22.5795,7.1265,11.975,,32.2068,8.8433,,9.9992,15.3883,19.2717,7.5347,12.6451,6.1362,20.3087,12.3018,
2004-10-07,,22.037,7.0361,11.8083,,32.2068,8.7303,,9.9223,15.3459,19.0518,7.4557,12.5471,6.1026,19.8476,12.2135,
2004-10-08,,21.8232,6.8975,11.7926,,32.3139,8.6801,,9.9333,15.2929,18.8986,7.3504,12.4606,6.129,19.5751,12.1174,
2004-10-11,,21.9987,6.9398,11.7985,,32.0557,8.6801,,9.8482,15.3353,18.9186,7.373,12.4548,6.1122,19.7079,12.1635,
2004-10-12,,21.8806,6.9264,11.7985,,32.0557,8.5859,,9.7357,15.3247,18.912,7.3542,12.4202,6.1626,19.6729,12.1328,
2004-10-13,,21.4402,6.8686,11.5965,,32.0557,8.3912,,9.5326,15.224,18.6921,7.3278,12.3683,6.081,19.4633,12.0944,
2004-10-14,,21.287,6.8417,11.6965,,32.0557,8.3755,,9.6094,14.8529,18.6122,7.2714,12.3222,6.093,19.3306,11.9906,
2004-10-15,,21.4817,6.884,11.8201,,32.0557,8.454,,9.6506,14.8742,18.7454,7.3166,12.4029,6.141,19.3586,12.0751,
2004-10-18,,21.7689,7.0592,11.9593,,32.0557,8.4321,,9.5216,14.9378,18.7987,7.3918,12.4491,6.0978,19.5402,12.1597,
2004-10-19,,21.5264,7.0438,11.824,,31.7911,8.2311,,9.4942,14.6886,18.6322,7.3918,12.3741,6.0882,19.2189,12.0828,
2004-10-20,,21.6253,7.0149,11.922,,31.6084,8.2876,,9.7028,14.6144,18.5789,7.4031,12.4087,6.0954,19.2119,12.0175,
2004-10-21,,21.5104,7.2266,12.1318,,31.5706,8.3473,,9.7577,14.6038,18.6721,7.467,12.4087,6.1218,19.0302,12.1251,
2004-10-22,,21.0572,7.088,11.922,,31.3061,8.2939,,9.7384,14.5243,18.5056,7.3053,12.328,6.1602,18.8905,12.0214,
2004-10-25,,20.7445,7.063,11.9397,,30.9659,8.3755,,9.7467,14.519,18.5056,7.294,12.2588,6.2538,18.7857,12.0098,
2004-10-26,,21.1593,7.1207,12.1318,,31.2368,8.4572,,9.8537,14.8423,18.7854,7.309,12.3914,6.3162,19.142,12.2096,
2004-10-27,,21.654,7.3613,12.2554,,31.6084,8.5545,,9.6835,15.065,19.0518,7.4858,12.524,6.309,19.645,12.4171,
2004-10-28,,21.7976,7.3151,12.2828,,31.7218,8.4446,,9.5134,15.1445,19.0119,7.5046,12.5817,6.273,19.6101,12.4862,
2004-10-29,,21.7242,7.3209,12.3514,,31.9423,8.567,,9.6451,15.1657,19.0985,7.5084,12.5702,6.3066,19.666,12.4709,
2004-11-01,,21.6764,7.4306,12.3926,,32.2257,8.5765,,9.5875,15.2134,19.1584,7.5686,12.5413,6.357,19.4843,12.5208,
2004-11-02,,21.4147,7.3998,12.1769,,32.3895,8.5356,,9.4447,15.277,19.1784,7.5799,12.622,6.2322,19.3376,12.5669,
2004-11-03,,22.1008,7.4498,12.3456,,32.547,8.6612,,9.6341,15.3671,19.3916,7.6213,12.7201,6.3642,19.9105,12.5977,
2004-11-04,,22.1168,7.5922,12.5946,,32.8997,8.8684,,9.7494,15.6269,19.7113,7.7078,13.0603,6.4915,19.9524,12.8743,
2004-11-05,,22.6625,7.6096,12.6103,,33.1391,8.9061,,9.8071,15.5951,19.8645,7.7755,13.1179,6.4675,20.0712,12.9204,
2004-11-08,,22.5317,7.6019,12.6632,,33.2462,8.9092,,9.6451,15.5739,19.9178,7.7868,13.0949,6.5299,20.0642,12.9281,
2004-11-09,,22.688,7.5884,12.6887,,33.1895,9.0003,,9.5573,15.558,19.9911,7.783,13.0891,6.5323,20.0712,12.9396,
2004-11-10,,22.787,7.5634,12.6358,,33.3218,8.9971,,9.6698,15.6004,20.0511,7.7153,13.1064,6.5299,20.0153,12.9396,
2004-11-11,,23.0583,7.65,12.8044,,33.6241,9.0662,,9.6506,15.7488,20.2842,7.8131,13.2044,6.5995,20.12,13.0587,
2004-11-12,,23.0008,7.6788,12.8181,,33.6556,9.1604,,9.8537,15.8124,20.3575,7.9222,13.2448,6.6787,20.148,13.1432,
2004-11-15,,22.9529,7.7655,12.7417,,33.706,9.1039,,9.6396,15.8601,20.3442,7.9673,13.2852,6.6451,20.2528,13.1816,
2004-11-16,,22.7583,7.7077,12.6358,,33.6178,9.0505,,9.6396,15.7276,20.2109,7.9071,13.1987,6.6331,20.155,13.0587,
2004-11-17,,22.7327,7.7905,12.7358,,33.5611,9.1195,,9.7906,15.7647,20.3575,7.9974,13.2102,6.5779,20.148,13.0702,
2004-11-18,,22.7838,7.8405,12.7671,,33.8068,9.1478,,9.8674,15.7276,20.4707,8.0275,13.2044,6.5779,20.0921,13.1317,
2004-11-19,,22.3115,7.7019,12.6162,,33.3785,9.085,,9.9855,15.5262,20.2243,7.9034,13.0603,6.5539,19.8476,12.9665,
2004-11-22,,22.3146,7.7501,12.7475,,33.5737,9.1918,,10.1447,15.6163,20.2709,7.9147,13.1468,6.6571,19.8825,13.0472,
2004-11-23,,22.2476,7.7712,12.7848,,33.3848,9.1478,,10.2078,15.6534,20.2376,7.8808,13.1179,6.6979,19.8197,13.1201,
2004-11-24,,22.4902,7.8386,12.9044,,33.3722,9.2357,,10.2929,15.717,20.3308,7.9448,13.1122,6.7219,19.8686,13.2085,
2004-11-26,,22.5476,7.8232,12.9103,,33.5926,9.3267,,10.3368,15.7276,20.3308,7.9335,13.1122,6.7483,19.9873,13.2239,
2004-11-29,,22.5189,7.8232,12.9181,,33.7312,9.3016,,10.2819,15.6534,20.2509,7.9372,12.9795,6.6595,19.9803,13.1355,
2004-11-30,,22.4998,7.7943,12.9436,,33.6241,9.264,,10.2956,15.6375,20.2975,7.8921,12.8815,6.5875,20.0502,12.9934,
2004-12-01,,22.9146,8.0099,13.2142,,34.128,9.3487,,10.0486,15.9449,20.6373,8.0539,13.0545,6.5299,20.3855,13.197,
2004-12-02,,23.3583,8.0291,13.2064,,34.6383,9.2326,,9.7824,15.9184,20.5707,8.0764,13.1756,6.4483,20.5811,13.2124,
2004-12-03,,23.1891,8.1504,13.1926,,34.632,9.2263,,9.8784,15.9131,20.5773,8.1328,13.1525,6.4963,20.4414,13.1701,
2004-12-06,,23.1029,8.1889,13.1279,,34.443,9.2012,,9.8839,15.9025,20.4641,8.1667,13.066,6.5563,20.3995,13.147,
2004-12-07,,22.6753,8.0176,13.0162,,34.1155,9.0065,,9.6781,15.77,20.2975,8.0576,13.0315,6.5059,20.1899,13.0548,
2004-12-08,,23.138,8.0156,13.1848,,33.8698,9.0442,,9.7439,15.8124,20.3508,8.0501,13.0372,6.4723,20.4833,13.1317,
2004-12-09,,23.2657,8.0407,13.1476,,34.1217,9.1039,,9.8263,15.8972,20.4774,8.0463,13.1871,6.4747,20.6161,13.2316,
2004-12-10,,23.2529,8.0561,13.0417,,34.1406,9.1007,,9.7577,15.9237,20.5507,8.005,13.2102,6.4987,20.6021,13.2162,
2004-12-13,,23.6487,8.3139,13.2005,,34.5816,9.2326,,9.9306,16.0297,20.7772,8.099,13.239,6.5947,20.6999,13.2623,
2004-12-14,,23.9199,8.3024,13.3083,,34.6005,9.2231,,9.9608,16.0827,20.8171,8.114,13.3601,6.6187,20.8815,13.3315,
2004-12-15,,23.77,8.3043,13.2848,,34.4934,9.3205,,10.0349,16.1675,20.8438,8.114,13.3543,6.6499,20.9444,13.3891,
2004-12-16,,23.7125,8.1388,13.2377,,34.5942,9.2483,,9.9333,16.0562,20.7239,8.0802,13.3198,6.6523,21.2378,13.366,
2004-12-17,,23.7763,8.1273,13.2809,,34.5753,9.2363,,9.9308,16.0066,20.7011,8.0411,13.2184,6.6698,20.8125,13.3074,
2004-12-20,,23.6742,7.9925,13.1985,,34.802,9.2742,,10.052,15.98,20.7145,7.995,13.2242,6.7061,20.5602,13.292,
2004-12-21,,23.7859,8.1407,13.4025,,34.8209,9.391,,10.1374,16.188,20.8283,8.0833,13.3169,6.7764,20.7564,13.3653,
2004-12-22,,23.8817,8.1965,13.4103,,34.9986,9.3941,,9.9997,16.2787,20.8953,8.0986,13.369,6.791,20.9106,13.4578,
2004-12-23,,23.9997,8.1754,13.4034,,35.0304,9.4162,,10.0576,16.3107,20.9221,8.1178,13.34,6.7885,20.9947,13.4346,
2004-12-27,,23.8083,8.1868,13.2817,,34.9288,9.3941,,9.8813,16.2253,20.8015,8.0679,13.3284,6.7449,20.9666,13.4423,
2004-12-28,,24.2072,8.2411,13.4388,,34.9859,9.4478,,9.9501,16.3,20.9154,8.1101,13.4095,6.7619,21.1839,13.6004,
2004-12-29,,24.2327,8.2586,13.4682,,34.9923,9.451,,10.0245,16.2627,20.8618,8.1101,13.3805,6.7813,21.2259,13.6119,
2004-12-30,,24.1753,8.2896,13.4682,,35.0494,9.4068,,9.9804,16.284,20.8752,8.1139,13.4095,6.7837,21.2399,13.6505,
2004-12-31,,24.0636,8.2702,13.4388,,34.84,9.3878,,10.0052,16.284,20.8015,8.0986,13.3632,6.7498,21.1559,13.6004,
2005-01-03,,23.7604,8.181,13.2739,,34.7702,9.2931,,9.6361,16.2253,20.6208,8.0295,13.3632,6.6722,20.9106,13.5117,
2005-01-04,,23.0583,7.9018,13.0168,,34.6369,9.1257,,9.5865,16.0706,20.3664,7.8799,13.3169,6.6261,20.7424,13.3537,
2005-01-05,,22.8987,7.8727,12.9324,,34.2054,8.9994,,9.5452,16.044,20.2258,7.8531,13.2474,6.5219,20.7074,13.3036,
2005-01-06,,23.3295,7.7369,12.954,,34.2434,9.0594,,9.7105,16.124,20.2927,7.8301,13.3111,6.5559,20.8615,13.2342,
2005-01-07,,23.2529,7.7525,12.8657,,34.4275,9.0752,,9.6333,16.0386,20.199,7.8454,13.3748,6.5559,20.8475,13.2304,
2005-01-10,,23.5689,7.7369,12.9422,,34.0594,9.1163,,9.705,16.0546,20.2726,7.8454,13.4558,6.5898,21.0297,13.2805,
2005-01-11,,23.1061,7.6885,12.8676,,34.0404,9.0215,,9.7187,15.9853,20.1789,7.7687,13.3979,6.5704,20.8826,13.1957,
2005-01-12,,23.2976,7.6594,12.6655,,33.6025,9.0815,,9.8895,15.964,20.2057,7.8109,13.4384,6.5898,21.0227,13.2728,
2005-01-13,,22.9721,7.6148,12.481,,33.4058,9.0468,,9.9556,15.8093,20.0115,7.7341,13.3516,6.6213,20.7074,13.1764,
2005-01-14,,23.1061,7.7253,12.6203,,33.4058,9.1321,,10.0438,15.8626,20.1454,7.7572,13.4269,6.677,20.7915,13.2997,
2005-01-18,,23.4412,7.8126,12.689,,34.0467,9.1668,,10.143,16.1133,20.2258,7.8416,13.5658,6.7352,20.9596,13.4115,
2005-01-19,,23.0423,7.6982,12.5516,,33.9134,9.1036,,10.1071,15.9533,20.0651,7.6766,13.5427,6.7061,20.8265,13.2766,
2005-01-20,,22.8668,7.6691,12.3926,,33.3233,9.0531,,10.0052,15.836,19.8843,7.6229,13.5311,6.6843,20.7214,13.0377,
2005-01-21,,22.7136,7.5876,12.2435,,33.2471,9.0152,,10.0273,15.756,19.7571,7.5692,13.4153,6.6577,20.5812,12.9914,
2005-01-24,,22.2476,7.4461,12.2121,,33.209,8.8889,,10.1154,15.7613,19.6968,7.5078,13.3632,6.7158,20.406,12.8643,
2005-01-25,,22.3402,7.4907,12.481,,32.9679,8.9363,,10.1567,15.772,19.8843,7.5193,13.4153,6.677,20.5462,12.8989,
2005-01-26,,22.787,7.6594,12.5065,,33.1138,8.9521,,10.2559,15.8466,19.9245,7.596,13.4037,6.774,20.6723,12.9683,
2005-01-27,,22.6912,7.6516,12.5614,,32.8854,8.9994,,10.3468,15.7666,19.978,7.5884,13.479,6.8079,20.6303,12.9413,
2005-01-28,,22.4359,7.545,12.4967,,32.7394,8.99,,10.2228,15.7453,19.958,7.5884,13.4848,6.8152,20.4621,12.8797,
2005-01-31,,22.7359,7.6962,12.7008,,32.9108,9.1005,,10.344,15.932,20.2191,7.6421,13.5195,6.8927,20.4971,13.0184,
2005-02-01,,22.8285,7.7137,12.7361,,33.2471,9.1763,,10.5204,16.1027,20.2793,7.6881,13.5253,6.9388,20.6934,13.03,
2005-02-02,,22.8349,7.7757,12.7302,,33.5327,9.271,,10.6664,16.1027,20.2793,7.6919,13.6353,6.9655,20.7774,13.0685,
2005-02-03,,22.6466,7.7079,12.6399,,33.4629,9.2173,,10.7187,16.028,20.2191,7.6421,13.6121,6.9848,20.7144,13.0415,
2005-02-04,,23.2753,7.8921,12.7067,,33.9832,9.3215,,10.7573,16.22,20.3864,7.7725,13.6874,7.0527,20.9036,13.161,
2005-02-07,,23.2019,7.8766,12.7283,,33.8817,9.3184,,10.6856,16.236,20.373,7.7495,13.6585,7.0382,20.9176,13.1957,
2005-02-08,,23.0902,7.7893,12.7675,,33.8817,9.3184,,10.7628,16.172,20.4869,7.7879,13.6758,7.0794,20.9666,13.1649,
2005-02-09,,22.4295,7.6245,12.5968,,33.8817,9.1889,,10.7435,16.1293,20.2726,7.6536,13.5542,7.0382,20.7424,13.0184,
2005-02-10,,22.3402,7.5333,12.6203,,33.1202,9.312,,11.0382,16.1773,20.3664,7.6689,13.5485,7.0454,20.7774,13.0724,
2005-02-11,,22.6593,7.6691,12.7656,,33.374,9.4036,,11.1347,16.3053,20.5003,7.7418,13.6295,7.0503,20.9877,13.1379,
2005-02-14,,22.704,7.6691,12.6615,,33.4883,9.4131,,11.1484,16.2787,20.4802,7.7572,13.6353,7.1133,21.0017,13.1186,
2005-02-15,,22.6115,7.7563,12.7498,,33.5263,9.4636,,11.1732,16.316,20.5471,7.7955,13.6585,7.1012,20.9947,13.2227,
2005-02-16,,22.6115,7.7563,12.7832,,33.4438,9.5836,,11.4873,16.204,20.6074,7.7687,13.6932,7.1206,20.9666,13.1995,
2005-02-17,,22.5349,7.6594,12.7086,,33.3169,9.5489,,11.333,16.06,20.4199,7.6421,13.6064,7.106,20.9386,13.134,
2005-02-18,,22.4359,7.6613,12.7871,,33.2281,9.6562,,11.5837,15.8893,20.4199,7.6267,13.589,7.0309,21.254,13.1071,
2005-02-22,,22.1168,7.5624,12.5006,,33.006,9.511,,11.501,15.6546,20.0919,7.5845,13.3863,6.8637,21.0017,12.8488,
2005-02-23,,22.2349,7.576,12.7381,,33.2534,9.6562,,11.647,15.7986,20.1186,7.5615,13.4211,6.9,21.0998,12.9298,
2005-02-24,,22.3912,7.6264,12.9579,,33.2788,9.7604,,11.8757,15.82,20.4065,7.6267,13.4848,6.9533,21.261,12.9413,
2005-02-25,,22.7551,7.6128,13.0914,,33.4184,9.912,,12.1677,15.98,20.5739,7.6766,13.5311,7.0891,21.4362,13.003,
2005-02-28,,21.7976,7.607,13.1247,,33.5327,9.8173,,12.0795,15.8253,20.4534,7.6536,13.5021,7.0406,21.1138,12.949,
2005-03-01,,21.8615,7.6923,13.2445,,33.831,9.8299,,11.8454,15.98,20.5203,7.7457,13.6121,7.06,21.282,13.0955,
2005-03-02,,21.7881,7.6904,13.2248,,33.6152,9.8015,,12.0189,15.932,20.5806,7.7265,13.5774,7.0527,21.303,13.1032,
2005-03-03,,21.5104,7.6322,13.2307,,33.7865,9.792,,12.2173,15.9053,20.6275,7.6689,13.67,7.0891,21.282,13.0878,
2005-03-04,,21.287,7.704,13.4898,,33.85,10.0983,,12.3743,16.108,20.9154,7.7188,13.7395,7.2005,21.4782,13.1995,
2005-03-07,,21.2232,7.8184,13.6547,,33.7992,9.9878,,12.2889,16.108,21.0158,7.7763,13.699,7.2514,21.5272,13.2111,
2005-03-08,,21.0987,7.7738,13.6292,,33.6279,9.9625,,12.2751,16.0813,21.0024,7.7111,13.6353,7.203,21.3871,13.1417,
2005-03-09,,21.0093,7.7486,13.5173,,33.355,9.9846,,11.9363,15.884,20.7748,7.6958,13.5369,7.0745,21.254,12.9953,
2005-03-10,,20.9008,7.7369,13.4348,,33.3931,9.8583,,11.6939,15.9746,20.8216,7.7303,13.5658,7.1206,21.331,13.0184,
2005-03-11,,20.7381,7.6865,13.4937,,33.4502,9.9183,,11.7903,15.836,20.7681,7.6306,13.4616,7.0891,21.1629,13.003,
2005-03-14,,21.3827,7.7273,13.5448,,33.3677,9.9152,,11.8757,15.9213,20.8819,7.6613,13.5021,7.1981,21.1979,13.0223,
2005-03-15,,20.8881,7.6303,13.4564,,33.0631,9.8678,,11.7104,15.8146,20.7681,7.5845,13.4211,7.1666,20.9526,13.0377,
2005-03-16,,20.6551,7.5256,13.217,,32.8219,9.6562,,11.749,15.6546,20.527,7.5078,13.3863,7.1012,20.7494,12.9606,
2005-03-17,,20.7668,7.576,13.2994,,32.5871,9.7699,,11.9528,15.6119,20.5203,7.504,13.4327,7.1424,20.8195,12.9722,
2005-03-18,,20.7125,7.5605,13.1699,,32.384,9.7686,,12.1004,15.5342,20.5452,7.4618,13.3896,7.1209,20.7991,12.8981,
2005-03-21,,20.7125,7.543,13.1895,,32.384,9.7116,,11.9954,15.3948,20.6124,7.4618,13.314,7.1184,20.7147,12.8363,
2005-03-22,,20.7445,7.3685,13.2091,,32.2698,9.6799,,11.8517,15.1106,20.4982,7.3965,13.2385,6.9744,20.7218,12.7283,
2005-03-23,,20.8083,7.3976,13.1424,,32.3333,9.5849,,11.625,15.1428,20.3705,7.4272,13.3257,6.9402,20.9468,12.6858,
2005-03-24,,20.9679,7.417,13.2057,,32.3206,9.5849,,11.6167,15.0677,20.4713,7.4311,13.3199,7.0134,20.9538,12.7051,
2005-03-28,,20.6359,7.4263,13.1841,,32.2254,9.531,,11.6305,15.1749,20.4511,7.4387,13.3315,7.0256,20.9397,12.7939,
2005-03-29,,20.2019,7.3157,12.9225,,32.1746,9.3187,,11.4426,15.1213,20.1152,7.3812,13.3024,6.9377,20.8694,12.6318,
2005-03-30,,20.521,7.4341,13.1644,,32.3967,9.4771,,11.614,15.309,20.4982,7.4925,13.4768,7.0501,21.1999,12.8363,
2005-03-31,,20.2817,7.4088,13.0759,,32.5998,9.5564,,11.8489,15.2232,20.4444,7.504,13.3838,7.1184,20.996,12.7977,
2005-04-01,,20.1062,7.4535,12.9894,,32.384,9.5278,,12.1419,15.014,20.2496,7.4387,13.2559,7.1429,20.8132,12.6974,
2005-04-04,,20.1157,7.4535,13.074,,32.6188,9.4708,,12.0368,15.1213,20.2294,7.4656,13.3315,7.1624,20.9186,12.7321,
2005-04-05,,20.3296,7.3856,13.1428,,32.9615,9.4898,,11.8848,15.1642,20.3302,7.4809,13.4303,7.2039,21.3405,12.8093,
2005-04-06,,20.6774,7.3526,13.1133,,33.0313,9.5373,,12.0728,15.2661,20.3369,7.4694,13.3954,7.1819,21.3546,12.7553,
2005-04-07,,20.9679,7.4574,13.1212,,33.1392,9.6419,,12.0258,15.3251,20.5049,7.5692,13.4885,7.2479,21.5726,12.8132,
2005-04-08,,20.8625,7.3759,12.7278,,32.9361,9.5025,,11.8074,15.1856,20.2966,7.5155,13.4245,7.1917,21.4179,12.7128,
2005-04-11,,20.8721,7.3836,12.7593,,32.8981,9.4708,,11.8959,15.2178,20.3369,7.4733,13.4594,7.2625,21.3968,12.6433,
2005-04-12,,21.1402,7.4302,12.9166,,32.7077,9.4613,,11.7079,15.4269,20.4982,7.5193,13.5117,7.3309,21.5374,12.763,
2005-04-13,,20.9679,7.3273,12.5449,,33.1202,9.1983,,11.4205,15.2017,20.1421,7.4119,13.4478,7.2796,21.6358,12.57,
2005-04-14,,20.6168,7.2128,12.1752,,32.7521,8.9417,,11.415,15.0301,19.8398,7.3083,13.4187,7.2112,21.5515,12.3963,
2005-04-15,,20.6168,7.042,11.9569,,32.1429,8.7199,,10.981,14.8693,19.4501,7.0858,13.2908,7.0843,21.6569,12.1455,
